payment_id,policy_id,payment_date,amount_usd,method,is_late
3a6fc9e5-37cc-4a38-85d9-e0a5ccf04192,a363f123-4449-4f8f-aa95-5cbd0d121dbb,2025-06-03,396.88,Card,0
44b0d921-fda5-49fb-9c0b-6afbaf56e4ad,f1b80338-dfa8-4dfa-87d3-26e5ccbdc69f,2023-04-12,202.92,ACH,0
21788393-367a-4670-8be9-06df4d16bc12,cf845864-6ecf-4ebd-8fb2-883921efa318,2020-03-21,880.97,Card,0
b96e1eae-c6b8-40ca-a0a7-eadb370b8982,d736d13d-deb9-44c2-8950-123005cbf787,2022-12-26,80.36,ACH,0
46021dbd-cbb2-493e-8a7c-ad164fa3ebef,ea70f6ae-c566-4cba-b393-5c3a793025d7,2025-02-17,517.68,ACH,0
6ba81c0d-d9c2-456c-afc4-70a997e6b3e7,c4663f03-e910-452b-9b9b-326f2311f718,2025-03-30,769.66,ACH,0
9e4bec83-8602-4e39-9cd4-a3503a70552a,1b241654-b510-4190-86c5-1e106d094cea,2025-08-10,810.89,Card,0
3c480555-c36b-4068-8773-ec7441e521f0,20762983-16ec-4a3b-8b7a-b17dfd88aa8b,2021-07-15,64.99,Card,0
3467185c-2414-4e8f-b275-36f112d841e8,eedb4987-9d3d-4ac5-a2ea-c0456f299b42,2024-10-01,646.76,Check,0
1abaf986-77a6-4a8d-812e-d76e57bb4d61,0320d3b7-58b4-41c5-a2f7-c039f6c6c4ba,2024-04-04,413.92,ACH,0
3fc3e5c2-ff6c-490c-95b1-2add03edad1d,47103810-b7f2-4862-9455-5d9a651027c9,2023-07-24,232.48,Card,0
6aa1fd86-6d7c-4124-a3c4-78f1985d84c7,af960d7c-86e3-46bc-a769-1ed05f9e7a12,2020-10-12,528.5,Card,0
dc6d70b0-1824-4f07-95de-ca323d775ddf,1e088b52-b087-4177-be95-9027484c361b,2022-12-08,482.07,ACH,0
46c865cc-5e0e-4e36-aefe-7a89b6dec567,c467822b-e3e6-4363-b541-e17733b3cb6c,2020-12-08,721.55,ACH,0
23ed93cb-82b5-4b07-bbc9-124256dcfb79,25068037-6596-451e-8a7f-0192ab393d8b,2024-04-07,721.43,ACH,0
e33493ad-bf8b-40d7-af37-1a38c1dd895b,ea4f6059-944b-4694-985d-a93c9d6efa62,2024-06-25,891.26,ACH,0
ebcae33f-5ac9-468a-a6af-a91e85abd475,eb2603a3-cfdb-46c6-9b89-845fbe68cfbd,2021-08-03,239.41,Card,0
20ad7748-ac5f-4bea-afdc-f350c0f01d5e,6105a210-25eb-464a-9e2c-ea288be06ee4,2021-03-12,109.05,Card,0
84990763-66a0-42b9-b03c-333b8850fba8,6ea2dca8-759f-46ce-86d9-1b56e4b8d367,2024-08-10,172.57,ACH,0
499594f1-e360-446d-b297-aaeba1951b21,e1fcd13d-1bb4-4bab-8fbb-aab3d505c7b5,2023-01-26,958.56,Card,0
aafe4870-9537-4824-8f1a-c1ed332bf365,4fae2fd3-653f-4459-8c9c-570a1e32031d,2024-11-27,970.53,Check,0
6f6512b5-8ee1-4160-8202-5db3ac20267e,4deaf216-2fcd-4e5c-9626-bd32b4486c3c,2023-05-01,107.28,Card,0
3ace7051-938e-4ad4-bea1-60f4c930009f,c559bbf6-9b80-4864-a04a-cd07dd6e9b2f,2025-08-31,229.5,Card,0
20b2c6a4-8064-4dd9-b304-d2ee43099d52,c7c2fd1a-9f78-496a-a54f-7a5ed9f1f801,2020-08-13,515.46,ACH,0
b32c13c6-2c8a-4021-bbd7-29df56649d96,dfb04407-f7bc-4567-b44f-68458f314c03,2020-02-10,624.46,ACH,0
428fd87f-362e-45bd-91c7-946c3a97a056,c30c0fc4-b959-4ff1-a78f-737cc862db90,2022-06-30,540.79,ACH,0
ed8a5ede-1383-468d-a1fd-d6475d31eda1,4a378c63-76aa-470c-bdb5-68b4093e178b,2022-04-27,554.53,Card,0
f8b7fcd0-6a81-48e6-80e9-201d53b0ae1d,a93b4662-9723-46a4-b7cb-aae543929492,2024-12-17,769.15,Card,0
4e2649a5-5be9-47b1-a58c-f103ae35379a,d4b46888-842c-4f54-ae50-decf81c5a44b,2020-08-24,831.94,ACH,0
a9416774-0822-4bc2-afb8-08123346a82c,2f56f4ec-a350-4181-9aa9-c9ff51ea04ca,2025-05-07,98.79,Card,0
a40d3123-517c-4ea0-b3ee-afecb944dce4,8bbb791a-9082-43d1-a37c-989d32b0b88f,2024-08-29,335.03,ACH,0
3fa3a24a-340e-474c-a235-b6430cd30ebc,aaa6acf9-8d6d-412a-b343-223999b235eb,2023-09-23,173.72,ACH,0
f9b38abb-bb34-4ca0-af6f-8025dd29ee22,fafbb5b3-fd8e-4228-a13b-4e1f93e03f88,2020-04-29,491.4,Check,0
ff4e2b27-90f5-4a70-9fe3-e3b68e0a9a67,cb23be93-6df9-44e4-9814-6db8103078d2,2023-01-17,311.7,Card,0
cf2a1ace-b65e-4cb4-a6dd-a6ad95e68f78,a63e3697-2bb5-42fe-a7b7-0333ed869fa3,2021-08-11,776.98,Check,0
f9a8dbc9-778f-4664-8c4f-3375421c1361,f056dec9-32af-43df-8429-2fd4bb8fff26,2025-04-06,360.06,Card,0
dc97a77f-0199-476e-a21d-bece045c2cb3,cbdabf8b-2299-4288-a8c9-d013337646ae,2023-01-07,884.65,ACH,0
c866d7d8-1d3d-4d11-869f-e3f4b1618dc9,8a713660-3b1e-4e1b-a11d-c55255c42826,2025-08-30,379.18,ACH,0
938e7bbd-a8d2-41c6-b9b2-4b575e6ac4f1,d3497562-f5ef-44dd-ae0f-fd9c7882741f,2025-04-12,34.63,ACH,0
4b976dae-e041-415e-8926-6ebe855ba582,385223a6-27af-48eb-880c-feb7ad77aa7b,2020-05-15,989.18,ACH,0
347a2fcb-3b35-428e-a6f2-4ba5192887b2,09d072a8-a2b6-45bb-91aa-98ba94e47e2f,2020-01-31,213.2,ACH,0
37f25e02-5e83-4a70-a64f-39d0c46cde2a,5e4ffb2c-3959-47c4-af4a-842875a34e6d,2021-10-08,847.47,Card,0
cbdfe012-82f1-4e3f-9922-8e1f5b81fb54,d127d1ba-8240-4d4c-ac0d-9978d5d91216,2024-01-12,694.61,ACH,0
ceffd168-e9c3-4a2f-a897-4d98d793e31e,67a17db6-fd98-4da6-ac1d-0f02aa21352d,2022-09-05,494.64,Check,0
e53a0f18-6f03-4032-bc06-811951b3e1a9,bec28dfc-d027-4a9c-9dfe-766f63304820,2024-07-22,805.38,Card,0
86c3f7e5-42df-41b1-a42e-237083b9b7d2,7290576b-1943-414c-a36d-a0ca3cc2836b,2023-11-19,997.71,ACH,0
8872ec5a-e311-4ccb-b449-04f25611c47f,76dd62d9-0006-4534-9448-e2fcf59530dc,2024-01-02,241.11,Check,0
bea82d42-9d9d-48ef-aeb8-013173bb1391,45bfad00-4170-4295-a3d1-173aa4b9475a,2023-12-15,200.54,Card,0
3d0615b2-60b3-4253-a109-35402b809b86,1a997b23-c30e-4b87-8a21-9e51a473ac76,2023-11-24,819.7,ACH,0
c17886b4-8519-4310-a991-82bd4c51f5f9,3f132277-3cad-4dfa-a34a-4e1ddc38abaa,2022-12-09,251.43,ACH,0
cf12589f-d03c-49d3-aff7-9b8993ed9ece,102ef716-cced-4b77-b244-bffb945542c4,2023-05-11,710.99,ACH,0
f6c4d2f4-8560-41e6-919f-3eb887b817cf,fd444a07-b0d5-4aa3-a78a-ec26a6323564,2022-08-11,733.66,ACH,0
ed38d52e-9db6-462d-b6fa-99fa0cd10a29,08930867-091c-45be-9528-ecc760fa4e5f,2023-02-06,313.04,ACH,0
c5d250ff-ee7f-4b5e-92c8-1455f1cb1522,82b19084-e829-42c4-97f4-7c55987e88b4,2021-10-12,32.13,ACH,1
86512faf-3a91-40a7-b765-1bfe21b86418,37624d5f-dc05-4f33-a2ea-2002f1ff16cf,2020-12-31,268.81,Card,0
3f2c713b-d76f-43dc-85d1-64008623b0bc,3d48ea2c-6aca-4f9e-b3d3-c8e69d8794a2,2021-08-26,415.48,ACH,0
33f8f665-7c87-4aad-a22b-0510e19f0381,9a1ef170-7cd8-4e64-9f0a-460a153cc5f8,2023-04-16,884.73,ACH,0
586440fa-ebb5-46f1-a74a-b8c5febc2e01,af1d0112-f595-4805-89ac-cf46ea6bf8bc,2025-05-23,227.59,ACH,0
5a77b025-2431-4474-b06a-af0c57004efc,05c6f78a-6495-4cba-b1cf-b609f6765e2f,2020-11-30,95.08,Card,0
4d908ff7-7018-4866-8ea4-2c86763beaf5,7e4cbb3f-b622-430e-857b-1b9a12bb1923,2025-05-02,478.09,ACH,0
5ee4d709-a207-47ff-863b-fc20ab68bb2b,df0814d9-8115-4770-a04b-82668f748254,2025-05-25,930.34,Card,0
6f7152e8-17ab-4282-80a9-7c7a80a3d958,11fb4f40-5e7d-474c-8af6-460437862516,2024-07-14,460.46,ACH,0
7b577d81-1954-4d21-8f7f-a510cf3575a2,5f69b334-5c77-4a4f-8f8f-523831e9653e,2021-07-27,674.35,Card,0
7e4372ab-c7fa-4e31-b422-2683041373ca,9bde34bf-2526-4552-ad9f-8a2beaaf4c33,2020-05-16,223.07,Card,0
bbbf92a7-2e19-4399-b723-59d4f3f6c0b4,41562f1f-cdda-4fc1-b330-03df2592de75,2022-05-26,67.1,ACH,0
8f983770-d06a-41ef-8572-624a5a8b30e2,1ad3f96f-4cb7-43d0-997a-8f895a645be2,2021-06-15,172.66,Check,0
7a926301-b1c3-41db-9300-5d562f7833c3,bad8466d-57c6-4451-a7ee-7a2421d09d96,2023-12-29,306.48,ACH,0
95145fd5-6902-4c08-9dc2-5963c7fb44c3,c357da5d-879e-453e-af16-1208acfb5f35,2020-10-14,828.46,Card,0
6bfb541a-d556-49a5-b897-a408a8a9c6bf,31d1e80d-00fd-4fb2-a073-34f33c66aa5f,2024-03-23,94.74,ACH,0
450df292-0816-430f-9a89-4a99cc426ca4,a306af5e-ad89-405f-93c6-d6aa87cf7297,2020-02-07,701.14,ACH,0
4126eb9f-31a6-4cc3-906a-00cdc2a6864e,d2f21dd5-21fc-4698-a908-04fa8bf8a67f,2022-07-25,588.76,ACH,0
48091905-fac7-422f-ad81-5085b69d0f26,d17c0609-8b2b-42bc-a5d3-0b44ad45c513,2025-03-04,153.12,ACH,0
0b9a49e1-601c-4bbe-8fb9-46c0f8f61049,3e6f5c84-adf4-429b-8ae1-1bf778e519c8,2021-07-02,971.32,Card,0
ff4060cc-d3f7-4031-abfb-f03091ffeaa3,fdd8339a-fe59-4c71-b07e-b1727beb6131,2022-01-08,969.84,ACH,0
6e1648ee-458f-47cc-9239-826d73737cb6,f3334e10-69a1-4988-af58-97c19b789b05,2020-12-22,267.37,ACH,0
efff905e-b913-430d-9001-c329f6d6e4d4,3d8b4fec-37ce-4322-9552-4b2c49c38fd3,2020-10-30,127.38,Card,0
48834b1a-ecf5-4cb7-9cf2-fbb845a9163d,ed450d7e-1a63-4cad-98d0-165ba9e447d1,2020-10-29,936.7,ACH,0
1d36c6fc-f8f7-4d7c-bceb-13d4bc031800,991e7d57-a690-4641-91c2-d49a3525c3e1,2025-01-11,553.97,Card,0
ab8ff334-62e9-4fa5-b85c-95d2eb4f6f74,6171b770-67d0-4c79-a475-890fd892b277,2021-12-02,744.0,Card,0
5ae2aea1-997a-4283-a119-94bfd263198d,b04a42ce-79b9-45b1-9ef7-28fe3c2bd4a5,2024-09-13,581.12,ACH,0
f9b2b656-90a8-4af6-b917-3b8a27ce7dfc,2e6382fb-3017-44e9-aa4d-45ca452283b6,2025-05-06,617.13,Check,0
796b55ad-613f-453c-bac3-57e12b30b591,383ed915-78c0-4b0a-85c8-5d99b97840f7,2022-03-27,829.43,Card,0
17733402-7e85-4fc5-a8e9-eb32f0c07241,86f4d2c3-e5ed-48d1-8f33-567359d74afe,2025-01-21,508.09,Card,0
d7376cb5-64cc-4823-848d-431c84ae671b,495e82b9-55e5-4c35-bf9a-a2efe4fc0bd2,2022-11-13,523.74,ACH,0
5da0e6f6-6406-44e8-bb0b-f749fb970b81,b04a42ce-79b9-45b1-9ef7-28fe3c2bd4a5,2024-04-26,643.18,ACH,1
d21748be-54cc-4510-bda7-ec6a2196ed12,2144e04a-5160-40b7-aafe-984753383bcd,2023-03-14,797.67,Card,0
d453788c-655f-41bf-a41d-9b482e0394f5,a71cb5e1-1f56-4837-ac40-f6ef3d69640a,2022-05-10,718.27,ACH,0
d2921733-92de-46a3-a05a-3e3cac1e503d,cadad22c-589d-4ca0-b429-957293cd34fa,2025-04-17,380.17,ACH,0
cb614d26-61da-4b04-bb50-9b4027531e89,59f64d64-c255-4274-a30e-dc6d5d7ec44e,2022-07-10,747.88,Card,0
63482b6d-3216-4a40-b23b-d48822b99302,872f5cbb-06cb-4c22-81e9-755dc97d4e6c,2022-11-04,46.23,ACH,1
64d7e2b4-6b5b-4f80-91ff-cfe6a535b3ea,0fe4b6f8-7a7f-422b-942c-970246994a9e,2021-06-09,711.8,ACH,0
de4a2021-a8ab-4668-8e61-a2b3cbae7c22,e62893eb-c352-4c45-b60c-d471632d039d,2024-11-15,484.67,ACH,0
ba3c9b54-9831-4bf6-90d2-049f170e0343,5f1c9b48-0235-4fd9-930f-61435c2a3b82,2020-05-27,672.76,Card,0
65f55321-718b-4d85-a4d4-7c68939d1b0f,70e31996-0ab0-41b5-8afe-0fc2f9e02e66,2020-11-06,515.52,Card,0
985ce313-e164-4aa4-8f3a-aa6601021abf,83e062f7-5d06-445e-ae3a-19b99f50b145,2022-04-19,96.72,ACH,0
206f0dcc-d751-4958-bdc5-88273730d214,0c3f37ee-513f-489d-ae6e-1f4a95c97550,2020-03-11,786.83,ACH,0
725a4c7f-6c34-4628-99e7-c386e66a0227,230c977e-5920-4161-81e2-e8b54c291d03,2020-03-25,151.24,ACH,0
566961a6-b864-4628-acf6-1a5b1ece68f2,aad469ac-d8bf-4bc7-929d-bf52033860e7,2021-05-25,959.58,Card,0
4e9bb4f6-0374-4364-9845-47039821891e,18d4b247-0271-41f5-8040-0026284200a4,2020-09-11,100.85,ACH,0
f625b9df-cc15-4999-a1d6-f4b4ec1fc368,8d97583f-fdbb-4f36-8882-d6fab6a1e5a6,2020-11-23,123.84,Card,0
bc89c36c-101a-497f-bc70-0d19863501aa,497ee229-5d29-494d-a450-bf6bcf5db34b,2024-03-10,869.41,ACH,0
e2234156-b50f-4e60-9c64-764bd5c6f9d2,ac84db73-cb1c-4f6c-bd84-72a0c2acab67,2020-12-29,954.06,Card,0
65bc3350-b1e6-496b-848c-5657b929a46f,649c330f-10eb-4fcd-bea4-c1abc0fe7009,2023-09-13,137.32,ACH,0
c9eadb17-8b92-4fc0-b166-20724f7fe505,69adb9d6-692c-4651-b7e1-2502207b132e,2023-05-28,382.22,ACH,1
b5267642-af2f-448e-9301-01ff343cdfb7,77110b30-130d-451d-b3e1-e85e70bd2353,2020-04-14,41.79,ACH,0
490f0d69-245b-42a2-a451-889daccccc58,ce8cdcfc-80ad-43ff-a349-aec80ff1caf4,2021-06-06,822.01,ACH,0
a2c41587-53ab-44f9-a2a6-6ba28dccd911,e37ac10f-3661-4f00-a360-9a74308737ae,2024-10-20,140.0,ACH,0
8b6080c0-13aa-49e8-916a-a130b56388e7,3dd7f1d6-64b0-4bba-9f9e-64e45158beba,2020-09-02,373.22,ACH,0
5c2e8865-3e6b-430c-b57b-087a5e205fa6,f15ac300-f912-4f92-988f-d83b98b6ed68,2023-11-02,815.34,ACH,0
f293991e-4331-4d47-b481-a24d7cb2cb71,25e7e287-af74-47a6-aac7-e8f05dbac08c,2021-04-09,177.98,Card,0
c1ba9e1a-44da-4ee4-b03d-953b13d7d801,c0581c4e-081a-4e3b-a061-3826ff71d12c,2024-06-02,853.21,Card,0
1eb716d7-6681-419e-a20a-5c698fb2cbab,bb20fac6-962c-4cdf-89fb-5edca1864a45,2023-09-05,748.21,Card,0
624157a0-b954-4b47-b531-8faf3f616731,d60eefc2-b248-41a0-a164-d840ecc9688c,2021-02-13,670.82,Card,1
722402fd-02a4-48bd-92cd-0203c1c5387c,c98a089e-899d-410e-9959-d8cea69e2b51,2023-07-30,382.62,ACH,0
39d61daf-38ca-4de8-b44a-2678e74173d7,a8dcc4d0-4e40-4189-ab85-b5c2aa3a4c69,2024-02-05,724.11,ACH,0
5635eb82-2178-4d6b-a1fd-d8f81decadcb,46107398-b4ba-4d43-bd02-644a7a563bcb,2025-05-10,900.34,ACH,0
210140d8-722e-42e6-b788-d2d9d8a08e12,72379179-6baf-4d14-80da-36121e3fe8a6,2020-10-27,222.89,ACH,0
25b886dc-0a90-478b-912f-a5a8472aa73c,68593fc7-824d-47b0-bdd9-fde5b6c41b79,2021-10-18,351.58,ACH,0
c0cf164a-49ec-4c26-89ce-9971102a000d,e82c87de-049c-41bf-b9ce-9b9cfbd5778c,2020-05-10,565.97,Check,0
128aa666-da53-4050-8251-94ccdf6d8e90,f1617c05-0c25-4890-80e0-f16bd4afdee1,2024-10-20,755.86,ACH,0
d46d8b2e-e08f-41f8-a1cb-8afb95fc4106,40783164-9eb9-4c26-a21c-23951abc13af,2025-04-26,133.23,Card,0
9d034428-7193-45d3-a0a4-3d1651b399d1,d0077ea0-6451-41c3-b405-895f15d85f1d,2023-01-08,100.75,ACH,1
55199cec-d01d-47fa-9cd9-a3da99300377,bafa9889-d3d5-4bbe-a2c8-5b86139dc298,2021-01-24,334.28,ACH,0
9ae6b93c-0f45-47b4-8396-a1d6783da649,55e65a13-3d96-4e0a-89b8-0d4e6a3058e6,2020-06-16,625.46,Card,0
6f6b27ae-7cbe-4837-a668-aa8021d43b69,92a49571-8070-42c4-9b1e-f818bd8a1dfa,2021-11-03,910.29,Card,0
57092258-f3e5-4c93-9b76-9b34e6fe9c45,8d9a1c95-ba9a-4cd4-aa12-1d0ac314a1e8,2025-05-06,656.85,ACH,1
7864bdcf-1a7a-4688-bd15-f0f5a9417bd9,c17daabd-3bab-4192-b10d-eab70d4daea0,2023-04-28,142.85,ACH,0
14b1394d-39c9-4d61-adbe-7209d5864bf4,013bfabd-98b6-4c23-98bc-dd50494fc126,2021-07-10,690.66,Card,0
4dc96460-cdce-4929-98c9-9258660c1bfa,84ddee18-2be2-40de-9d5d-91cc45c9a350,2025-08-28,294.93,ACH,0
8c354482-787a-4751-bc4d-602ebb5bf6df,1118c747-ea84-49b1-a33b-b21aae6caa55,2022-07-29,677.98,ACH,0
9e88ade3-d389-45ce-a6fa-8515a59a0243,ce737d3c-14bb-4cbc-933f-0d224ad7eaa6,2025-07-08,528.59,ACH,0
2a3979b4-4da1-454f-bfeb-d4088e8e77b0,db99bc3a-ae90-4ae6-bafc-ac150cd13e52,2020-09-14,389.91,Card,0
aeab3396-077e-43b0-b474-42acb1921f29,64f1c7f5-1840-43e3-aad0-bc37abcbcd5c,2022-10-22,386.96,Card,0
8689c760-3028-4376-b578-24e02951cbea,390e4ba5-9853-4f63-94ab-afc506fc1c3b,2022-01-24,609.59,ACH,0
27b8c0f8-f0e2-4c1c-a910-30ac021d3ac7,6d21be60-1af7-45bd-9494-99580d3bbce7,2025-02-26,893.94,ACH,0
3a32df68-35f7-4f6d-ae98-c4c402e7d38a,0c764a0a-1840-4c2f-bf71-49e6d1926338,2024-11-29,428.46,ACH,0
338d9615-1518-4db8-a944-d2aea1e5f608,ca72b4d6-facd-48b2-8cf3-d9aab41d3721,2022-02-05,766.07,ACH,0
341d9bbf-d71f-4be0-96c0-e046d98b7198,381b8a10-dd11-46e9-9b75-b48e0f2135ef,2025-02-26,253.9,ACH,1
10298024-00f3-42b9-b5b5-7e6c7dd8af3f,2aac7091-67fb-440c-8804-4f5a4f2093e2,2021-03-08,904.21,ACH,0
45633a4a-44d4-4f4f-a935-663e944517b1,fe49ad38-18da-4a8a-b4f3-54052b712daa,2023-01-01,427.98,ACH,0
a21c0420-31c9-4662-a31c-dc42eb37c8f5,53e9203b-03b7-4c2e-bfc3-aa0aefe8bb87,2020-11-17,52.93,ACH,0
6a114f67-ff90-40b2-90fa-9a7673a0c8a5,49692218-1a45-46bc-ac0d-5f857430c6fa,2022-11-13,505.54,Card,0
0f8a0956-de04-4f15-bc78-feafd16906ef,43b8fb1a-900c-4427-afc8-dd0ac736b061,2020-12-13,597.65,ACH,0
a7b1c760-7c9b-4dc0-8e51-25fa7a1bc910,5df57e3d-2582-4f13-9c8f-d8d6b1c04adc,2023-02-07,77.7,Card,0
77911cb7-de55-43fe-a3d4-7f4cfd9e6f1d,305751f8-0d9e-4566-a29e-2a6fd18f40eb,2023-09-11,481.36,ACH,0
f7a5219a-84be-42d8-83c6-973febd260f2,b6721bcd-4ac7-41c5-983b-e3cc984bed73,2022-07-19,634.52,ACH,0
fe950acc-39e6-4c94-9a03-4a23b9c7670b,ef6628a9-32f5-4163-a033-4a0652d59972,2020-01-21,804.78,ACH,0
55e4a240-a3e5-443b-8ac5-55ac2c5f8183,c6162f39-6bae-47fe-8620-476e3f71f8c5,2024-02-05,579.24,Card,1
7afcc6e0-c52e-40cf-b9be-1e11447b2e5e,ac96d24b-a32b-40bc-86bd-3c8e3d4798da,2021-04-16,269.86,ACH,0
64f69744-85c4-49d7-b7e0-1cdffa384933,d73cc58d-1133-4ea4-8d1c-27d577cd430d,2024-12-15,868.91,ACH,0
3428fe3c-bc8a-4130-b192-67843f56e167,0d6b794b-c849-4b9c-8ab7-090dfc43d39c,2021-09-15,703.37,ACH,0
1df3bb6b-32c6-4545-ab9d-c67344f99cd9,916d287b-6e98-4a56-bedc-71233dd94499,2023-10-27,157.98,ACH,0
da3646af-8cf7-4778-9697-6fe305d1f567,72d6fb8a-edc1-405d-b1df-94e1acb25e47,2020-03-22,213.07,ACH,0
55a9f209-9080-4698-ab35-0e3509540d52,7058310e-6dfa-4824-9508-6c640b53dab1,2021-06-22,931.01,ACH,0
3bce123c-f618-491f-bf5c-ffc950fb8f83,445faeda-62d4-4608-a23c-505cf6eb5a0f,2022-02-14,411.25,Card,0
bba69304-c632-430a-b5df-6bc3dfcfb0f4,af529852-ad32-4adb-9989-f6b5514c0c8b,2023-06-21,329.16,Check,0
8f72b451-a328-43fd-a906-143d6ef366f4,6656daea-1055-4043-a58a-1ce5adf7f7f7,2024-08-06,865.43,ACH,0
70a51ab4-1858-4284-bdbe-46740a0dfdea,04d5dd0a-9b55-40a6-9ea8-ff966d0b7599,2020-01-31,600.64,Card,0
fb7d8c3e-e881-40d8-a519-3a639b4dccfd,08e71c81-4657-40bc-b852-aea4c565d821,2020-07-20,540.41,ACH,0
fd076c06-027c-48cc-a589-9784a2887081,8c9d7717-3c09-4ef6-a09c-72f296633983,2020-05-05,250.02,ACH,0
7ee1e5e6-7fbf-4244-96d7-8c6c43358576,920a756e-74f3-416a-ba7e-d09fe6ba50bf,2020-09-26,427.72,Card,0
bb3001b6-5b5f-4354-b5eb-91f6504c9cb0,9882df2a-9bf0-4c74-9cdb-85ff6ad6c1a2,2025-07-28,838.51,ACH,0
a71d6de7-dc80-48dc-93d8-e6897f2c92bb,b8cd7b12-121e-40ec-a4de-aa3acac6214e,2021-11-03,123.75,ACH,0
6ce28d40-f999-4b39-9fff-5b4650de52fd,254b29f7-f443-422c-93f1-49972aa514a3,2025-04-10,137.36,Card,0
db530461-73c5-4309-bc46-d629a9e57ce0,03492b44-1ed9-4157-9b15-ed300140b752,2023-08-25,772.59,Check,0
39bd08ba-4248-4038-829a-7346df1cfdd6,616a5312-21f7-463d-b1e4-f8a2f4c0e89d,2020-12-11,855.69,Card,0
1a2c3070-3a5f-47c6-a903-f1a8e25fe66e,9c06c76a-e7d2-4af6-9c0d-ee9a4ca30817,2020-05-11,420.25,ACH,0
ab38c5c5-2450-41b8-b875-2cc0febe612a,88ce77ae-575e-4a35-a91f-dd73ebc9fe8f,2022-07-09,784.08,Card,0
7e8a14f5-9c55-495b-8edf-ff1422bb3c92,3f099242-1f91-4234-964f-823f4135d65c,2024-03-13,365.58,ACH,0
dd5a746f-9ab1-4eab-82b7-aba8e772a51e,e02eec95-09b1-4ed3-a734-5877d9d86ae9,2025-01-12,213.98,ACH,0
437f06ee-21e4-411b-84f4-8ed0d67021c4,0470a49a-e3d1-45e1-a725-55d4a624bd56,2023-11-07,442.59,ACH,0
36669b82-dc92-44e2-96cf-1895e73f1f18,14e8ccdf-1e92-4e90-879b-03f98ccd51ea,2020-05-09,135.69,ACH,0
c11e44e9-b2fe-49b2-bfaf-77d420e22bfa,5b468126-7ad5-43c1-8f9f-4f940f1bb47b,2024-12-14,748.17,ACH,0
bd2ce0c8-f98d-4500-a79f-ced49614ef90,3f66e60c-6001-4994-890e-987bfaf218e6,2025-01-18,111.51,Card,0
9d9d3267-4d5e-4a66-afbc-b8d4df5d4801,0e6154fd-d1cc-4f51-a99f-ba1da3ff397a,2024-12-17,431.3,ACH,1
f783ffa8-9642-4a58-a3f4-2b2235b72008,29ba9fdc-9b9f-45d8-bbf3-116efee3a1f5,2022-10-12,403.91,Check,0
4a3fb15c-fbb9-4c54-9869-56ea56a926db,7b2e7cd5-dae3-4606-ae05-26c57cbd8269,2024-03-24,815.99,ACH,0
1b1ab114-9e2c-4f89-8891-d2300f29e3db,d6fab892-96d5-43b1-9938-c5539aa3cd4e,2022-07-06,887.72,Card,0
7493c871-26ee-4418-b4fc-8e1945ada679,695150ad-7efb-4218-ae9f-7f20de65ec2e,2021-03-25,33.05,ACH,0
fb2f99ed-b1d1-422b-93df-915ddaec3077,390e4ba5-9853-4f63-94ab-afc506fc1c3b,2023-07-31,803.2,Card,1
31605612-50ab-4494-a4ed-6582ffa23263,5b07c0f0-534a-4201-843e-3a7692ea120e,2021-01-31,256.58,Card,0
eac71c28-3f7f-4d76-9bb5-976e2dfe9c70,71461b2c-f6e6-476e-b9ef-c7ef3b51a851,2022-09-30,643.53,ACH,0
911f932d-a6a0-4594-ac0f-fb46869227ab,e192a32f-7ae6-4568-a74d-bbcf496abbdf,2024-09-25,962.37,ACH,0
6849ea93-c089-4888-a3a1-7fb52bea1250,05e6e058-dc22-46fb-b33f-17b9bcdf9815,2022-05-07,393.17,ACH,0
25d33331-3d8f-446d-b08f-487daee82bc9,785d5e28-eb2a-4a1c-aad5-da0863f0245c,2022-02-13,270.06,ACH,0
112c32a1-3c2a-4f4f-8e96-e2bdb084ea81,e3c51681-519c-486a-bc65-b12cf58ecc7b,2021-11-07,702.5,ACH,0
edc6d235-eb27-495e-9c4e-c68a18c28623,eec4a395-186c-46a3-8d61-cb5dc7c2cce7,2021-09-24,240.72,Card,0
176595d3-a489-4667-a544-4bdf60f699e0,23fc14ae-6680-4019-8650-c770febf2ed9,2021-05-23,466.41,ACH,0
7de3f040-3d40-4f8b-8d2d-855e1c882906,a7de066d-f53d-4760-815c-43f1b48c8a00,2021-01-16,711.34,Check,0
1dadcec1-e39b-42e7-b228-c09a739d29f5,5dbb3254-6978-42d7-926b-91f818182a49,2020-07-08,28.72,ACH,1
3f4869f7-e75c-4b30-ab7e-51c94eb70db8,00fdfabc-504d-4c26-815d-de29e0931623,2022-08-03,408.8,ACH,0
bf5d468d-d1db-453f-ace3-78375843d853,8afa2dca-de93-4628-8ccf-165ac6b4e970,2023-01-17,695.77,ACH,0
6e881049-8d11-40b8-90b9-e906420c6dc0,1db01298-d908-4cca-9c30-0fddc5c6157c,2025-03-18,241.93,Card,1
3536372c-3568-46d7-a036-ccaa50172867,8730ca6d-7ebc-4835-9fc1-ded9c371a11a,2023-06-29,371.38,ACH,0
edab75a6-f4e5-48a2-aeb8-10e4853a3b10,21290477-06c1-44c5-8c0d-f15308d2b6d6,2023-12-04,38.45,ACH,0
3df74fea-188f-445e-90fb-5d31d38ff222,47a1ff2f-feeb-43e9-9e47-8557ca012917,2020-01-21,414.97,ACH,1
