claim_id,policy_id,incident_date,incident_type,claim_amount_usd,status,cycle_time_days
6df10d01-574d-4787-894f-77c7d60af931,a8b50cf4-adfe-4257-9971-6fd7a3c6b027,2021-07-10,Medical,38847.76,Approved,9
06cb59d5-e95b-4748-92f0-adfd498f3fc5,12e52329-de76-4e8d-a657-9ccbb1ac13f3,2025-07-31,Weather,30080.15,Approved,14
1bd2c2b3-f591-4d90-9e15-0beade7e7db6,707a21e9-9b62-47f8-8be3-fcfec43651ea,2021-08-03,Other,986.36,Approved,21
86d80581-d13a-4075-a019-9dd08fdf1186,7729393a-d4bd-403c-83e5-ad27e873c939,2025-01-11,Theft,35743.69,Open,17
a152fc42-0050-48a2-ae1d-0d76ea70d416,c02229b3-a622-4541-9a7d-2afc2ed282cf,2024-06-23,Weather,19957.42,Approved,24
c56e5001-1276-47ae-bf4a-e2f383a70ad5,e1f14872-4f09-4606-87a7-d66128e671a9,2023-03-05,Medical,32558.67,Denied,12
9dfea8ae-4c09-430a-8fb2-409c1e744c50,b45de5e9-4a0e-4382-b1fc-0ec9d284675a,2022-10-22,Accident,20800.29,Under Review,13
bdcf1195-5c8d-43a4-aa54-39f8e6a173c3,a74947db-9fa6-489b-aa07-e7bf4da50135,2023-05-09,Accident,30072.09,Approved,11
8e8800fd-0a44-4c10-b560-f88c2ef49bc7,16183579-a141-4fa1-8919-7a69a9c79119,2025-08-23,Medical,14535.11,Approved,13
a7aaa3ac-b390-4bc7-8ffe-d4a5c1387022,702f9fbd-f110-46e2-90b6-e2c66b4d7174,2021-02-13,Accident,20129.06,Under Review,11
2762840f-18a0-4438-b9d5-ccebad29c25f,bcc3dd8b-861b-4262-8ef9-be0f7d4b9836,2025-03-22,Accident,47075.48,Denied,17
30fb585d-69a6-41bf-911a-bce3a0b91b66,0c4254d5-b12c-4ff1-a0bb-e68bf11e3d08,2021-07-16,Medical,17349.63,Approved,24
1fc40f8c-0667-4a98-813f-c94764d5411f,c681c2e4-0230-46df-b110-a9a30193a380,2022-11-15,Other,417.62,Denied,23
86ff3a83-535a-4785-ad1e-8d9a795e2563,1d80ee69-321e-40ce-ae31-2089c731037f,2022-12-12,Accident,8160.26,Under Review,15
ce42795c-50ba-44b9-8f2a-690c7207a50b,e9fcfd62-0b4b-4784-b0d4-1a3dd3f6c1f0,2024-07-13,Medical,23332.8,Open,16
880f1e93-e6f3-4223-be74-43b6a14f416e,063a5a3a-d570-4ba8-bc0f-a87845b42a6a,2020-05-24,Other,48958.4,Approved,16
ffa1edb1-3e3b-4b3d-bb7d-0fbba93e03cf,546579ff-2008-4c53-9bca-d755939e8f92,2023-07-08,Accident,7057.26,Under Review,18
5f819234-38b1-4b57-b3b0-464a3e23ea2f,d0ee4bff-fea8-46ef-9dfa-46cade8a4303,2024-10-24,Weather,14938.55,Open,19
71e0328f-1a46-4c49-9062-ef8c493d72ad,94e2bf67-4739-4575-b5e5-b99befaf4b26,2023-08-24,Theft,29527.02,Approved,24
874e3712-32f6-4675-9a78-43378e76f87b,3e387a02-7268-4932-bcf9-7ac2768937a4,2023-06-12,Accident,1576.62,Approved,18
5b7d90f2-3fed-456c-82f1-49a1d3a86aab,d64b21c9-253f-4610-8814-0ef470940f52,2024-07-28,Accident,36961.85,Under Review,19
c812ef3d-5db2-4f3b-b961-f95d1e7d673b,adf677a4-86d5-4bf2-bff1-037641da1f90,2024-02-17,Accident,30479.18,Approved,19
e9ec716a-e810-4152-b926-c5766f6541bb,70233224-4d4c-49ae-b683-dfe625b39d84,2020-09-26,Accident,13217.41,Denied,13
1a7cdf45-71ba-4e0c-99d6-176848a08454,20cc4062-aeea-42aa-9e46-dac5e35463fd,2022-12-03,Accident,49099.28,Denied,21
c6485bbe-b54f-4d3d-87ff-94c45e1db21a,575df6f9-ec94-4c35-beab-07aab7fafea5,2021-09-24,Theft,11322.17,Approved,19
ce1fc3ff-a627-4506-b84d-b9eef6092740,08530eca-60a0-42a9-a562-7d502181ff89,2023-01-25,Theft,2231.04,Under Review,12
9159c77a-0cd4-4e7e-b449-a00e744a673a,efdc50a2-7e59-4ef3-a2cb-fb5277366752,2023-10-19,Medical,9171.23,Approved,21
c5d581f5-b74b-4245-b22c-268d965eec26,66d09d40-269c-4b74-94ac-65a79eb79dda,2022-05-09,Weather,14446.53,Under Review,15
86c99ae6-2dc8-4d70-bab3-a01455fa18a3,8d43f514-6659-4f78-887f-ef2c3c8a724c,2025-06-14,Accident,22685.32,Approved,20
5522ce59-6107-4388-befd-34abbeb97511,a68264df-b922-492c-932f-916dd07a9a1f,2020-06-18,Accident,36165.56,Approved,11
c93c567e-c239-4dc1-a9be-a36762d22ff3,cf29832e-6c27-437e-9687-eae77ab5a5de,2021-06-21,Accident,34917.77,Approved,14
2e429e61-2fd4-4a39-8434-3af816271ffa,ba5ff951-06d5-4047-bb05-30a791c01354,2020-01-19,Weather,7281.7,Approved,20
ae9360e2-866d-454c-979b-88fee8977f5f,2ffbf906-c080-40bc-a6d1-e85dbda66567,2024-12-07,Other,28180.06,Approved,16
960d34c7-9a7e-4dd3-98b1-1e400db25f38,97e8eb7e-5bd3-4e05-98cb-a14e3c7455d8,2023-04-15,Medical,36828.72,Approved,17
e59d0541-23b4-4cbb-b24a-2c062a12283a,db33773f-dccc-4290-aebf-5c216202a5b1,2020-05-04,Medical,3305.47,Open,14
c8b38a33-2d3b-4f05-bd12-98f96388554a,fdb76d16-0578-455d-84f8-32bdb077ff83,2025-07-08,Weather,36675.9,Approved,14
63fd2724-f036-442a-8ae1-c1b73f7c5da5,4cdf5466-8ef6-485b-b00a-f85d94bdd787,2023-09-29,Other,10580.0,Denied,26
ba447ac1-21ac-45d0-b6a4-c291a665dfed,181db94b-5643-4e92-8e6b-4ed5e82ff316,2020-06-23,Accident,4110.61,Open,19
7b062227-aa30-400f-a67a-c0cd4e16568e,b87c93ca-e9ab-4d90-b98a-b470db092b75,2020-04-15,Weather,44396.76,Approved,22
b03b9ae3-4999-4197-a094-d3a30f80fa57,c6b1489e-b6f0-46b8-bc5a-9ebd8d7c41ba,2021-12-20,Medical,44164.58,Under Review,18
5f55114c-b907-447b-b635-5614aa45b27b,03b1cad8-97aa-41aa-9690-c7663869af2a,2024-10-06,Weather,37287.61,Approved,20
27b5ec55-aa72-4edd-af86-d43c0aca490a,8667460b-2abc-42e3-aef2-6de7efd3f02b,2023-04-07,Accident,20534.78,Denied,19
bada9a69-e327-4b8d-a2e9-1317c11f2668,b5568c82-dc2a-4595-8c83-7362e4886618,2020-10-07,Medical,23718.44,Under Review,19
93a03265-6100-4bf6-bcfd-e5ea8c94b474,52f5472f-bf75-492c-a80a-93f0dc63ffaa,2020-12-19,Other,32500.05,Approved,12
64db0472-f8b8-4cae-a8e4-4588ab84c054,15fea146-e0cc-405c-b5a2-97016a32942a,2025-02-25,Accident,45642.81,Under Review,23
d1e3d1a7-6813-4518-babf-08742351d64d,9660d192-31b1-4ceb-beab-2f00d064ff2e,2020-03-09,Weather,9972.91,Under Review,19
b14eeaf5-a67b-4848-96c1-14b1be369699,875d5bcd-fb6e-49d7-a89d-c08d9ea2af3f,2021-07-23,Medical,3281.63,Open,22
037e76a7-a0a2-4584-b0ed-397da1c2e5dc,78519834-3d8c-4d15-90cc-72b5055b841e,2021-11-08,Accident,21109.42,Approved,20
0b7b3fe5-e7be-4768-90e7-c2410d2b0c50,e6e8cb86-9d9a-4e24-86c9-90e441ba233c,2025-05-29,Medical,32211.08,Under Review,17
0002e591-79e5-4a2e-9cef-872608ceb543,3772c3a0-92ab-45e5-a388-85f91765b7f3,2020-11-13,Weather,2133.7,Approved,16
1a28397a-f255-4623-93a2-db8b9618374e,9092e270-fc80-4c11-971b-28b492e88680,2022-06-20,Medical,22012.69,Under Review,19
be2744d1-2d44-4b43-a449-92b462f47688,822fc62f-3eca-484c-a919-96c9c5dc3d38,2021-12-26,Medical,46728.3,Approved,20
3b079029-ced3-4057-8daf-b13423a89f28,31ccc487-d586-4dc2-b1c1-ad7368fa13be,2020-06-25,Accident,47230.97,Denied,17
c0aefda8-4129-4c61-83ac-9aa41bbfbec0,0fe4b6f8-7a7f-422b-942c-970246994a9e,2020-07-25,Weather,1410.24,Open,19
3dca675c-0945-4640-b1d9-66c38cde0253,bbbcb5a4-d89a-45b0-88a6-3a9c4b1c26b5,2025-08-26,Accident,21096.72,Approved,29
733c77c7-966e-483a-8551-63ef96552e70,67f8b418-1191-40a7-a534-ce7d95856e22,2025-06-29,Accident,23672.38,Under Review,26
f865afe5-2d66-461b-9a77-9004ae46af3a,c10af54f-59a5-4342-a611-00c4d9bc4302,2025-02-09,Theft,35320.32,Under Review,17
d2b3cce8-f2df-4095-b29b-83717c14d52c,9196786f-8427-4493-99fd-405424a2c43f,2022-10-19,Medical,31704.27,Under Review,7
afee46b1-fc1f-4cff-a69d-3267a0f68cc0,ec62ce94-7708-4c71-9c54-59b1cafa80e9,2023-08-08,Accident,24259.59,Under Review,10
a82589b3-3cba-45d7-938b-cf2446f922d6,cebe8d4e-84e7-4df7-a1e3-5101981ea042,2021-10-31,Medical,46876.4,Open,22
49052b4c-7f78-4f7f-82c5-ed407576f1c4,2e89404d-0c3c-4fb7-86db-b29a0cd64c8a,2022-01-18,Weather,5568.66,Under Review,25
716b70f1-4b1b-4888-bc43-cfd9e5b09fe4,cf365c26-2b0b-4315-8c4d-80af2d29fa27,2022-03-10,Accident,34865.06,Approved,14
3fa72598-f3b5-4d5c-8dda-52faf12e0568,fc4e2534-8f76-415b-9656-073b6bfad86f,2025-05-18,Accident,6191.62,Under Review,24
2b0bb33b-572c-41d8-a6fb-8b298858318b,c975d5d0-4ceb-483b-87b8-3c1624ae8746,2022-03-02,Theft,14784.81,Under Review,15
fcaa94be-ef54-4cf5-8a39-81e26bdc0dda,822fc62f-3eca-484c-a919-96c9c5dc3d38,2022-08-24,Weather,4974.47,Under Review,19
6060fcd2-ffb5-45b9-97df-7b6789a64c94,496e13ce-8e5a-4b97-9380-06ebec321b8a,2020-09-13,Other,39605.17,Open,20
c825f645-3a79-4c3e-ad0b-29b1790da857,bf49c6c7-d1c5-4fa2-89d8-1b2edc2e4e39,2024-04-03,Other,35202.34,Approved,20
7d9a475a-b8ef-4369-a272-0ae44b0e1211,c812ab1b-1d0d-4d09-b01d-d959fb092f8a,2021-01-09,Accident,13463.34,Open,17
edb59f5a-aefc-4398-9b44-99a679300609,25132f2d-d1fe-4d2a-b9c0-6147eaca8c3a,2024-07-16,Weather,20086.55,Open,9
cb0b4ed6-120b-4386-b212-c1efe3ad6d0e,9bddf2b6-93a8-44b2-8182-35e0f602f510,2023-01-18,Theft,8646.86,Under Review,24
6f09e789-60d7-4cb4-b606-7ebd639de7bb,dbe8f62e-0c52-47bd-9d7f-a6ea5245dfed,2023-05-06,Accident,4728.56,Under Review,21
bbef88ce-b0b3-433a-ad0c-92dca1d3f061,a5bc018d-a7e4-49ca-9825-e5df0853ad84,2022-10-24,Weather,22997.53,Approved,23
a83c791d-31ec-46ea-995a-218d6eefbab2,dab5b5b8-b56a-4219-9108-7369d88093d7,2025-01-12,Other,34443.55,Approved,22
640790e0-1f78-4ef5-ba54-9f798da4e4ab,bd25c52f-6f80-4b9f-9116-17dc6451b3d1,2023-05-24,Weather,10102.89,Approved,16
c6ca74f9-ef41-47a3-b147-e9efd89e61ad,2d4844c6-2b55-4ee8-a97d-043dddc998d9,2020-02-26,Weather,3997.86,Denied,29
151a5549-3370-4471-a3f8-668d36f66b2d,a11deb3e-3b7b-42ec-953c-31d85f4950c0,2020-11-02,Accident,34458.94,Under Review,20
e4e4195a-85af-4747-96b4-9d24aa9c32cf,f60ac003-ed7a-4913-96c6-5cb01cc9c599,2020-07-25,Weather,31733.15,Under Review,22
9ba16c3a-2803-47dc-b2dd-0b409dbd695b,e437e523-66eb-42bf-96c1-556db60d8f36,2024-06-14,Accident,45120.34,Approved,19
8685086c-4348-43dc-acc9-dd749cd7941d,ca4b7877-648b-4420-a698-b226674e4e47,2022-04-08,Medical,36501.44,Under Review,13
4edfebef-8ea6-43f8-83f7-acc9c3074481,c26b0120-ac15-4668-85fb-f45fdec04f3e,2021-09-06,Accident,35551.74,Approved,24
85a846fe-5aac-43ed-a322-78c3be30864a,98a6a16b-deb5-4f82-8a45-8d83af90daa4,2024-11-15,Weather,9368.23,Under Review,14
6410e4a3-3146-4d42-b561-1eee4af431fa,b57188fc-949f-4d90-aae0-c38aab9f7e64,2020-06-04,Accident,46137.02,Approved,14
34dcdc0b-0c6a-45c9-b605-87d8af165e7a,23969142-3518-4b5a-9e4d-4f95e04be576,2022-01-10,Medical,46670.24,Approved,20
0749c3f3-283c-41ac-90e7-f6016e6993ef,f8b20693-883b-4d35-972c-88fd3c8f54f9,2020-12-28,Other,13997.45,Under Review,17
3104d7e2-72ae-4a81-bfeb-cad9c3738130,691864b4-fac8-46f6-b102-d827d9e00270,2022-08-21,Accident,31789.63,Under Review,15
b591a985-82d2-4019-a691-0e9dd332726a,211f9fc6-5bd4-4b86-9150-d7ee816fe9c2,2023-02-08,Accident,38748.85,Approved,15
d4118c33-a8cb-4af9-96cf-007bb62f4a96,237d239b-c50b-46f1-bb64-701172c70b13,2021-07-05,Medical,31470.62,Denied,10
3c28be17-48bb-4890-bbd7-6f8df2e7adc3,f5b515fd-49d5-419e-9cc1-768c54ee3205,2024-08-25,Medical,13880.0,Open,19
968480e8-51ec-45c8-a7b7-0977da0ce231,736d4b79-4a85-4679-a883-8534f2750243,2025-05-08,Medical,28523.05,Under Review,14
42c23a5e-b0c2-4c11-8ae2-48304589b451,b5018b76-c5eb-4fc7-ad91-e500c1d0b222,2024-12-09,Weather,43760.03,Approved,14
e3a16366-166e-4b22-837a-5d8a39f3b4ea,38321533-56c3-42a1-a50d-5e38bae35f8c,2021-06-27,Weather,13076.7,Approved,18
11b08fae-d356-4307-9a69-fea479f12a9d,d09756ae-7d5f-4407-9f28-a046f1f90c52,2023-02-02,Accident,26832.31,Under Review,18
02e990b1-cfd0-40fe-889f-6c01f1224127,822dcc9d-f223-41ba-b1a8-de9db0780bdc,2020-10-31,Theft,47618.36,Under Review,15
03740b00-0d15-46d7-8680-57074ed12c73,fa1b11bd-20d9-46b6-a8b6-d0e5c1b96c0d,2025-01-08,Weather,19978.79,Approved,13
391085d7-eb44-4cc8-85bd-bdb63bc797c3,ccbe67a4-1dbf-4d25-8fe3-e325273213f1,2022-08-27,Weather,30419.74,Under Review,28
4c115f45-3109-4db0-9d13-2dcc181bf857,52df07b7-560e-43ed-9e27-c6e23a315abf,2021-03-18,Accident,45217.14,Approved,21
3e2305d1-f618-4f09-b20a-756f83381061,021cb682-f682-466c-b980-620ab15e0023,2024-08-20,Accident,2030.16,Approved,20
e1cc3aed-531b-446f-9c2e-5132b9559462,f72f48bb-1963-4a1b-8beb-de08832c1c3a,2020-01-23,Accident,23633.9,Under Review,14
7e3d1063-5a68-4f50-920b-7ad9846780d1,19d51ff3-f513-4f75-a6e9-3934624113e4,2024-03-06,Accident,9182.81,Approved,18
1282ee5d-3334-452b-a7cb-2f50d23e32fc,7c6f7e1d-d180-4cdd-800a-42eb3f33ed30,2025-01-07,Other,7435.31,Approved,22
90b3d023-067a-4273-8145-af71c9f1453b,a8b9265b-6340-4973-9745-42d78129c8a2,2022-08-23,Weather,27349.36,Under Review,21
a62b14b8-0205-49de-96c2-2121af768f6b,19ba57b6-8760-44b7-8879-2447c16fe448,2020-11-02,Accident,19027.5,Under Review,20
872c8237-36d0-4888-8db3-52298b734a42,5d5d40f4-e471-49ac-9f63-c203cbac102d,2021-08-03,Accident,9617.3,Approved,18
9c1a16c2-4698-4053-bca4-06e061632dd8,a063a657-0eba-4e7a-95b4-1d586b67589c,2025-03-08,Accident,15315.57,Under Review,21
2516708c-6414-4b5e-b637-5f8cae4629d6,b10d219b-3899-4335-b678-bf02ea46a76f,2022-09-17,Accident,31521.15,Under Review,13
72a134ba-6238-410d-92d7-70b1a4808492,41b2376a-91c3-46c1-b26b-083a7862b5ec,2025-07-10,Other,29461.94,Under Review,16
fde5ead1-b614-4a9f-b67a-541eaf83a90f,f056dec9-32af-43df-8429-2fd4bb8fff26,2024-03-10,Theft,40091.25,Approved,19
4b6da23b-15a1-4a5a-9f27-7c360a02314d,f81fe907-6d25-47fb-b2a6-557b75cc22bc,2021-11-01,Accident,17125.81,Denied,14
29aad000-3864-4ed6-9728-ce65bbb34d58,eb353561-b613-4dd2-89b0-950c38c29665,2024-05-01,Medical,20628.29,Approved,22
7e8382aa-6b48-435d-a9d4-901e156ff9c4,0141bc21-f9b2-4953-8598-c60c4c90bf54,2020-06-25,Medical,23386.42,Approved,16
227e0357-1e85-4bb2-b388-bd495fe2a12a,013e97cc-ccbc-4eb8-a53d-953cd9183933,2020-02-27,Other,40346.3,Under Review,13
958f199b-c74e-4c67-b6b4-58ce43a06777,188a99b4-38f5-4a77-99d6-014a07f69548,2021-01-06,Other,19359.53,Under Review,12
53efdf6b-b2d6-4246-a282-b8be16b5e343,f659bd9f-b039-4eab-afad-faf885445a54,2020-06-30,Medical,38095.01,Open,20
2a9aa261-580f-41ed-8841-c4eccffb68f0,6171b770-67d0-4c79-a475-890fd892b277,2024-12-14,Weather,36179.61,Under Review,19
345040bf-41f1-4044-96db-497b793beb88,8d0e3cf0-395b-43dc-b785-e4fb66905fae,2021-05-16,Theft,10105.56,Approved,17
db642ba1-ee90-4c5a-8c30-c38eb3105c22,e15c7a8d-7740-4f18-961d-64628517173d,2020-02-14,Medical,22222.01,Approved,13
e8825181-27df-4afb-b642-553de20424fd,981f658a-1ed4-4954-ba04-822dccc90235,2020-06-23,Accident,38605.73,Approved,18
a726f4a9-f156-4af4-ac78-51a8af7e2471,a0c96ec8-833b-40a8-b7fb-30350526ce91,2023-09-21,Other,49155.01,Approved,22
0b82e3d1-df32-41c5-8584-12be12cb9156,b906d3ad-0842-48b6-a796-41b68c7794da,2022-01-22,Medical,40643.86,Denied,17
5dfb26f6-7cc9-42b1-a715-5c3c50698959,877fcfb1-95c7-49d4-b0c9-27af1d3e8d7f,2023-10-29,Medical,3184.92,Under Review,22
2a4e502e-190d-4841-86e4-4689765a7a7c,1248bc9c-167b-48f2-ab62-62117f9a74e8,2022-03-31,Accident,21679.97,Under Review,20
dadbc726-b9eb-451e-ba4b-b43918f6135c,36609803-3dd4-4a1f-811f-59bc58520b86,2023-04-28,Medical,9424.26,Denied,19
a5edbd03-726e-4a1b-9f58-8e06cc4ada7b,c374cae0-96a3-4299-b622-013de3b1a084,2021-01-15,Weather,24261.3,Under Review,13
9490a373-980a-4669-8590-6ed316a9331e,a5bc018d-a7e4-49ca-9825-e5df0853ad84,2024-11-01,Medical,9782.37,Approved,18
8006b39f-24c2-40f2-8a12-30f62247baa5,61bdad34-e71c-48df-915e-f0aeda111380,2021-06-03,Accident,43867.81,Approved,25
21a7c03e-3f0c-4acd-92a0-1952b7ca19ba,997783b4-8da6-47c6-98cf-2ec232bb410d,2021-07-17,Weather,37931.56,Approved,17
34c6a46a-385b-431c-9106-8dd9039a1b50,1a8138e1-0144-465a-b6c6-487e2d4ef5d6,2023-12-19,Weather,49742.54,Open,34
e2ea31e4-955a-4c4e-9767-18df524d20cc,5d378b14-e051-4b41-bed8-1e51a0f3a42f,2022-07-11,Weather,29179.73,Approved,16
3b6de387-f306-4ed0-add2-2573c8850330,5a4820e5-a35e-468f-b967-793faa9e50a7,2022-10-11,Medical,36924.63,Under Review,20
ad8c8f7b-0214-440a-96da-01a5f45aa7b2,7825b652-eb45-4992-8263-9279f0363569,2024-05-12,Theft,35540.33,Approved,19
3c9d9d67-0e05-4293-a190-810caf786b19,19da9796-59f0-4ae0-af68-cc4fe13a7b66,2020-07-17,Accident,18553.96,Under Review,13
3c78f995-10ef-4a8d-80d2-2299a43be7b3,fe43c4aa-11db-4e53-b8e6-202ca269db5f,2025-07-14,Accident,34380.29,Under Review,16
b73a2b69-5d8a-48d8-8f99-b875e15549b7,12a31d34-608b-4867-86c2-e44f0d5063f7,2020-12-08,Weather,7224.72,Approved,17
8e688d81-5d95-4805-9df6-24e102aa146e,fe5c8e64-c326-4649-b104-d2a91c86123d,2023-01-08,Accident,37903.55,Approved,18
0ee22b1d-792f-4c8f-b163-49626e2db14c,fa1c2234-e304-4931-a3a3-219639bfda06,2025-08-16,Theft,17310.78,Approved,20
056766d9-df62-4578-9c6c-bef21ce117c7,ac5b4962-950f-4949-8f8d-e10159daf2ec,2023-09-07,Accident,38082.51,Under Review,23
f187746e-495f-488e-870f-049221587db8,33d16c8f-4e33-417e-80bf-dba4de6fa61c,2024-08-06,Weather,14371.52,Approved,12
62ed20c8-8b35-4bfa-9cb4-75d8795dfe8a,6b1311b1-44c8-442a-b06f-4064e8cc8fd9,2024-03-19,Theft,42546.48,Denied,20
af9aaf70-b8b5-4a20-82d6-e44ba84fc47b,68d98901-59b8-4b7d-8e31-c349692fec12,2025-06-05,Accident,45905.99,Open,16
e14c2055-0175-4364-b4f3-31c74b2a5597,a29313af-635c-41ed-af86-0e048b7f1e34,2021-02-08,Accident,38099.65,Under Review,16
532801a3-4c82-4a12-8590-aa8d121ec089,7382253f-5439-4c44-baa2-4669ee58f390,2020-10-02,Theft,12605.48,Approved,21
9156364e-ac39-4b15-a1de-a5eb3587c916,b51ccc8a-4b82-4006-af1e-cb4c65443f2c,2021-10-25,Accident,26310.34,Under Review,19
5ae3174a-8ab4-4045-ae2a-5bb4c2acab83,3fad9de0-00f1-4211-8c75-2aeb5bd4ef2e,2021-06-07,Accident,21305.14,Open,18
94665e60-371a-4697-987a-1f7d8289a81e,08930867-091c-45be-9528-ecc760fa4e5f,2022-04-30,Weather,32319.18,Approved,16
f648423e-2f50-49fb-9d99-db17fcf143a0,932f171f-b632-4c4b-8868-90f2bf4e8954,2024-05-31,Medical,44671.66,Open,12
53185e6f-a888-4e5b-a692-cabfd2354ace,15647aa5-f1ca-492b-bebe-ae17cf2841a1,2023-01-16,Accident,25626.6,Approved,17
98fab4fc-d53e-4db9-9281-98474c7068d5,f70ab389-8de6-4d99-a771-730138bba5f0,2022-12-12,Accident,49006.32,Under Review,16
3ff9dd56-0fad-4a94-8f10-779b6d3c81ad,8d57c286-72e4-4768-922d-6d679a16ed34,2020-01-19,Accident,11748.35,Approved,25
127a8ac0-0d1f-4157-896a-adfbe9973156,cc5eeb1b-b3a7-4d4a-99d4-c8f21b4efc36,2022-12-20,Medical,18127.99,Under Review,18
5fc71e49-6372-45bc-ba56-0f49684c1a3b,e3c4b77f-ca79-48e8-b013-922cc5123893,2024-05-05,Theft,18991.72,Denied,18
ca963436-d654-49a8-9738-14653d167bc7,8512ea1b-fd66-4cc1-8dc2-9906b3e2c82a,2023-06-29,Accident,16317.38,Approved,12
5a9870fc-7f3c-41b5-9e9e-23094b8ed3d8,59efc46f-0793-4cfd-beb6-fee957b5c399,2025-03-29,Accident,2222.25,Open,14
794c7d4b-5c7c-499d-a5af-ba5a33044284,d87a17b4-2ae9-493b-95f6-9bfdb22b8418,2020-02-28,Weather,18707.97,Under Review,19
79e9be26-45de-40b7-8876-dc7048ddb939,60098bca-7091-4020-a153-bc55ed2fbb36,2022-07-03,Accident,9261.83,Denied,13
2c30d7a5-056a-4602-b114-101f3dd49a4a,0e837351-0aa9-49ba-b151-0d0617c3adb2,2025-03-25,Weather,19715.95,Under Review,24
7a43898c-7cb2-4274-b0b8-abc43077782f,1039319f-4614-4cef-a020-a7ce5df124ef,2025-04-12,Medical,2768.39,Approved,22
8b7c1dd0-0318-4271-aba3-dbafaa36e6fd,059740fe-92f9-4d07-b7f9-6fae0abf4996,2020-06-17,Medical,31224.28,Approved,14
9be74d67-78b5-4327-9c03-4ae9362b411f,a5859cce-3a10-42ce-b554-d41ddb8b2ae5,2021-04-27,Accident,6671.75,Under Review,15
a89ef2b9-074b-4331-ac4c-009e64a017fd,826f962f-2c85-42ac-a0fc-b62f95f3a429,2020-03-19,Weather,44246.12,Approved,19
7befb6ab-1fad-4745-9a92-d21763116158,b347863b-5f6b-4dea-b8b2-b76f2603571c,2023-03-25,Theft,45561.25,Approved,17
ca860502-1712-4d74-863f-557b874bc3d3,a29e8099-be74-4b8c-b5df-b32571091624,2023-10-07,Weather,45014.87,Under Review,28
22296632-3aa3-4be6-8a19-8bb86724c25a,da0ea24c-e3ca-4773-8305-5a997d37e602,2022-01-14,Theft,6534.27,Approved,23
415428d9-779e-41b6-b326-3142835f9d55,29fb6b71-9a87-4435-853e-26b9c0af95c8,2022-09-11,Accident,9550.83,Open,25
15d4d1b0-fcad-4474-bfd6-85ff4abf1d9e,f72cc48b-2219-4979-bd99-41271991b1ae,2024-04-28,Accident,10736.56,Denied,17
2a8410ef-eb38-4a1c-ada3-1ee2d4fa664f,10d5b321-64ef-4a77-8efe-54e014cec50d,2025-04-10,Theft,8958.7,Open,11
21a776ed-f300-46de-8f44-703485c4d427,1efeb8c0-8d57-403d-8630-e6173b9f62be,2021-06-29,Theft,49365.56,Approved,21
a104ca0a-545a-4e3e-a6f3-f139823a98c9,29bc2f10-ff0a-4be5-ba56-65ef1fa28f45,2023-02-06,Accident,31969.27,Under Review,19
9d2e4c48-9e68-4695-8b2d-b71541dd918f,112a1e6d-ed4c-43ec-aa5d-9dcd7b9c9f1d,2022-11-17,Weather,7672.63,Under Review,15
cbc9c3ef-6318-4a9a-86e8-9827e91b8108,b63766a8-f017-4f2b-a814-d06d5a1e6a4c,2024-09-27,Accident,36022.59,Approved,15
4afafa4a-8700-4201-a696-8c65c0dd790b,b75143a9-3686-44b4-8833-0fb45684454b,2021-05-21,Weather,26048.89,Open,15
35c6fb58-bdf8-4d81-ba66-ef9f215ccde7,5caa9854-8aa6-4e50-bbd3-0af7b4bbae70,2025-05-07,Weather,38268.05,Approved,14
82f4ea28-8bda-4d5a-b870-7c2dd7531261,b6b284ba-8a12-4623-b4a6-c5c4052a6381,2023-12-15,Other,21005.68,Approved,11
737b2396-0d18-4adc-afc0-ffdf9523a585,264da5bf-f0d7-4119-b94b-d2abea948400,2024-09-15,Medical,46221.23,Approved,15
1bc22f62-b925-435c-809d-bc65f21af50e,9145833d-3a2b-476a-a14d-9fb24791d3c5,2023-05-27,Other,297.29,Approved,15
f8aac5fa-d1ad-4d37-8af8-17ccc772d990,90a2b669-a288-4e34-a9b6-755258c0b86f,2025-03-14,Accident,41583.65,Under Review,13
8b70c8b0-34fd-4213-a22c-429985fc5899,bde08b24-5210-4d6d-8111-dc90e145d282,2023-07-03,Weather,37131.22,Open,17
286c7b7b-1803-4e7d-9387-89db4853ae5a,34c753a4-439e-413f-b219-83e885223f8e,2024-11-10,Accident,1420.28,Open,27
da782d1a-5412-4e83-9019-1445b8ea6d3d,ca89de7f-ae3e-43be-b0d1-c3ef34d30f1c,2023-11-19,Accident,21763.39,Approved,15
7511d486-87af-4125-bd25-650390206457,531e3939-3362-46e8-8f88-ac722957b1e6,2024-08-03,Medical,45277.97,Approved,18
ed7cde68-a9c0-415b-b105-2d5dabd78fbd,6d668baf-65ba-4d04-9bf2-78ee861a1173,2020-02-05,Accident,31062.25,Denied,25
c30cf200-cd5f-4cd6-8fa3-73d5c3d1e1d5,6b1311b1-44c8-442a-b06f-4064e8cc8fd9,2023-12-01,Other,29812.46,Denied,14
d6ee46fd-8981-4be4-824f-cf496f7172ad,20e781bb-5ad8-423f-83aa-6e6720e4d436,2025-08-18,Accident,466.03,Under Review,21
f0a174d7-3206-420d-b991-34a75320c20a,8efa562e-7d5b-480b-8c55-1a32a1f432c6,2020-01-24,Accident,47734.87,Approved,13
0ce9a8a5-b27f-4627-9afa-e2e3c9a214fd,04a8aa3a-2591-4770-b62d-c9a02d40b7f6,2021-07-01,Accident,19039.84,Under Review,23
